GCCSA_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
5GPER,784,1458,3669,3304,3306,1953,636,150,35,15288,24475,43430,102745,92260,93935,61903,12870,1050,123,432800,230,561,1349,1237,1494,1226,683,186,25,6994,172,1855,13661,13415,11104,5047,649,40,6,45956,1863,3720,11483,12560,12380,8191,1692,142,16,52043,62,456,2505,2688,2633,1650,250,9,4,10260,3031,9303,26465,21158,18448,10641,2261,192,20,91517,514,1961,5678,5823,5893,3873,928,97,11,24783,13116,16830,18797,14175,14399,9678,2521,241,25,89774,15072,12310,14467,7421,5747,3515,782,88,9,59412,596,2561,9478,9100,10191,7857,1961,138,10,41895,610,1145,2678,2212,1918,1213,332,39,8,10153,161,1442,6625,6437,5883,3227,740,73,20,24599,307,1329,3722,3491,3750,2830,1156,185,22,16788,631,4365,18799,17513,13932,8147,2637,301,21,66361,717,2786,7750,6894,6511,4593,1237,129,8,30622,508,3123,13131,14047,15078,10693,2084,163,17,58848,1788,4886,14827,18758,21344,15970,3510,248,24,81359,1630,8899,26958,24764,25688,20322,4601,344,27,113247,1682,2414,3853,2901,2500,1779,617,80,4,15838
59799,0,0,0,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,17,0,5,10,3,0,0,0,0,0,21,0,0,38,39,28,14,0,0,0,119,0,0,4,0,0,0,0,0,0,11,0,0,3,3,4,0,0,0,0,10,0,0,5,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,11,0,3,7,15,18,5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,3,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
59499,3,4,13,3,5,9,0,0,0,36,18,101,221,94,91,113,9,0,0,648,0,25,53,14,6,21,3,0,0,129,0,13,88,49,53,27,0,0,0,233,0,4,25,16,5,4,0,0,0,60,0,0,5,3,5,3,0,0,0,17,0,15,71,49,37,21,3,0,0,206,0,0,9,6,3,3,0,0,0,26,3,25,28,19,13,17,3,0,0,102,9,42,83,17,28,33,5,0,0,219,0,4,27,29,22,28,4,0,0,115,0,3,3,4,3,0,0,0,0,15,0,0,3,7,3,0,0,0,0,11,0,0,6,4,9,0,0,0,0,18,0,4,38,23,13,18,3,0,0,90,0,11,37,17,25,13,3,0,0,102,0,7,18,3,7,11,3,0,0,51,0,9,16,17,8,16,4,0,0,67,0,9,27,19,22,16,3,0,0,101,0,6,16,3,3,0,0,0,0,32
4RSAU,133,132,304,346,443,382,201,58,19,2013,4342,5561,12447,14494,18395,14669,3435,478,90,73903,619,1360,3406,4067,5100,4948,2736,756,119,23113,32,248,1188,1144,1141,622,65,11,3,4452,604,1248,2756,3276,3817,2722,429,54,16,14924,30,101,330,296,494,371,69,3,3,1693,495,1099,2292,2176,2465,2056,422,45,8,11069,164,324,854,862,1015,788,159,22,0,4180,2503,1886,2732,2756,3369,2596,583,65,13,16507,2418,1388,1610,1505,1820,1455,379,33,4,10610,85,309,793,1188,1876,1683,539,72,3,6544,52,105,207,171,195,173,40,3,0,952,40,117,425,465,516,341,77,6,0,1995,36,88,236,299,417,346,100,23,4,1558,90,266,812,853,893,828,349,31,3,4138,119,327,895,976,1424,1150,287,27,0,5211,80,324,1308,1870,2243,1740,264,24,8,7864,146,632,2280,2676,2987,2694,593,37,12,12050,270,1202,3019,3483,5258,5052,789,33,11,19121,111,142,199,238,280,234,98,19,7,1326
4GADE,315,612,1512,1418,1506,1061,395,126,44,6986,15630,27570,61646,59640,64586,45460,9025,730,120,284414,154,488,1137,1427,1565,1260,645,168,29,6871,12,168,1306,1364,1171,617,108,4,3,4754,1279,2960,8864,10666,11693,7535,1444,132,16,44593,89,366,1772,1808,2026,1225,175,9,5,7462,1452,4948,11646,9557,9888,6366,1492,137,22,45503,356,1207,3325,4117,4390,2857,657,65,9,16988,9061,11619,13287,9910,10482,6993,1670,159,18,63195,9774,8661,8500,4925,4021,2482,624,76,7,39067,289,1288,4805,5275,6398,5066,1148,93,9,24359,384,808,2414,2053,1653,1067,265,22,3,8679,127,968,4441,4943,4497,2702,539,63,14,18287,182,687,1822,1664,1861,1489,570,124,8,8408,393,2474,9341,9590,8032,5460,1833,187,17,37334,369,1688,4683,4681,5322,3719,970,83,13,21528,219,2037,9705,11782,11964,8203,1058,35,15,45013,962,3327,10379,11751,12664,10824,2340,157,13,52423,932,6198,20435,19858,22178,17969,3468,235,25,91299,908,1452,1986,1583,1463,1037,326,59,3,8809
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,3,3,3,0,0,0,0,10,9,36,83,37,54,37,3,0,0,263,3,31,38,6,10,18,0,0,0,105,0,0,4,4,0,3,0,0,0,16,0,6,30,14,3,3,0,0,0,61,0,0,3,0,0,0,0,0,0,12,0,3,27,12,20,6,0,0,0,70,0,0,9,4,4,0,0,0,0,19,7,6,20,0,6,7,0,0,0,42,6,13,20,6,13,6,0,0,0,60,0,6,10,13,9,10,0,0,0,46,0,0,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,11,3,11,4,3,0,0,31,0,8,16,7,5,3,0,0,0,33,0,3,11,10,13,5,0,0,0,40,0,3,8,12,9,3,0,0,0,32,0,0,19,11,19,16,3,0,0,64,0,0,4,3,3,0,0,0,0,14
3RQLD,1103,1331,3041,3662,3880,2654,1017,328,81,17093,34380,45886,100261,109352,118848,80905,17536,1919,266,509346,1751,3700,8200,8278,10279,9983,5839,1892,261,50175,368,1917,9960,10720,9322,4599,548,35,9,37480,3024,5143,11758,13204,13712,9509,1977,193,23,58530,180,662,2500,2964,3431,2167,254,16,4,12174,3863,9194,23028,23050,21594,14644,2870,197,27,98465,913,1875,4760,5783,6111,4043,951,98,10,24544,17856,15349,19884,18351,20011,14018,3688,330,33,109519,21034,13250,17157,12609,11752,8216,2180,226,32,86450,719,2227,7650,9438,12990,10783,3120,261,19,47215,621,1225,2278,2141,2199,1454,337,29,3,10283,343,1460,4690,4855,4723,2797,706,87,13,19666,623,1592,3597,4261,4835,4023,1701,258,31,20921,1094,3760,10792,12136,10679,7583,2553,256,27,48870,1068,2877,7196,8214,9393,6825,1661,174,17,37422,962,4740,13225,15609,16792,10853,1597,134,11,63910,1764,4953,16572,23391,25367,17645,3345,276,19,93333,2482,9615,26964,29029,34785,27275,5068,324,28,135571,1841,2253,3543,3454,3300,2193,670,112,10,17366
3GBRI,914,1740,3769,3940,3493,2112,645,164,58,16845,32200,54809,119970,115453,110948,68103,13145,993,131,515756,417,957,2029,1766,2072,1607,882,247,25,10005,35,375,3545,3993,2917,1335,201,7,7,12424,2287,5601,15076,16995,17432,10668,1886,143,15,70099,91,481,2522,3394,3088,1847,238,18,0,11681,3746,10155,24715,21867,18619,11067,2233,144,13,92558,809,2426,6980,7998,7794,4672,1004,93,6,31776,15164,19358,22301,16604,15580,10364,2491,199,20,102071,20619,14957,15354,7900,6244,3795,867,87,10,69836,817,3675,12841,14023,15380,11134,2656,171,18,60712,771,1766,3881,3520,3023,1677,288,29,4,14956,304,2203,9979,10008,7535,3750,699,85,23,34594,613,2078,5132,4612,4511,3152,1198,208,32,21539,1386,7670,23185,22603,17022,9714,2763,279,24,84646,1072,3931,9701,8581,7759,5254,1312,116,17,37751,677,4662,17668,20614,19491,11310,1599,89,7,76123,2481,6762,19477,23950,25277,17055,3403,228,19,98669,2779,12243,33336,31998,32668,23141,4622,309,27,141121,1741,2408,3863,3277,2631,1658,550,91,9,16227
39799,0,0,0,0,0,0,0,0,0,5,4,0,6,4,4,6,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,3,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0
39499,3,9,20,10,14,7,0,0,0,74,50,252,444,147,202,217,24,0,0,1336,14,150,177,13,18,40,8,0,0,420,0,0,28,24,24,13,0,0,0,92,3,13,60,31,24,17,3,0,0,153,0,0,6,3,8,3,0,0,0,29,11,25,91,64,63,35,7,0,0,298,0,5,12,14,12,5,0,0,0,55,11,37,37,24,38,27,8,0,0,177,36,86,146,31,33,43,4,0,0,381,0,13,34,32,37,30,4,0,0,154,3,4,6,7,5,3,0,0,0,26,0,3,7,10,3,3,3,0,0,28,0,0,8,4,12,10,0,0,0,42,0,15,53,23,19,29,0,0,0,129,3,20,59,24,32,21,4,0,0,162,10,15,29,20,26,23,3,0,0,131,0,11,44,28,29,24,3,0,0,140,0,19,86,38,47,44,15,0,0,244,0,8,28,11,13,9,0,0,0,72
2RVIC,653,741,1301,1624,1987,1682,708,243,65,9005,18727,25392,53221,59380,71122,55072,11977,1471,318,296681,1278,2626,6419,7665,9747,10464,6769,2157,359,47481,26,218,1078,1149,1228,787,120,12,3,4618,2299,4402,9333,10773,12622,9223,1535,143,36,50356,92,438,1782,2019,2822,2023,276,22,3,9474,2495,6373,13130,11313,11162,8220,1588,156,45,54481,496,1110,2458,2969,3436,2568,619,67,13,13734,10093,8735,11527,10758,12226,9511,2235,237,38,65363,11736,7248,6884,5672,5835,4694,1313,113,31,43530,325,1085,3348,4663,6682,6310,1825,145,29,24408,345,612,1292,1361,1356,1044,235,21,4,6273,107,747,2675,3065,3044,1699,358,47,13,11759,166,566,1314,1437,1553,1226,452,61,14,6785,420,1680,5364,6211,5857,4591,1627,205,20,25977,391,1094,2899,3670,4553,3869,988,108,21,17593,494,1956,6706,8936,10646,7803,1346,111,21,38019,911,2694,9754,12284,13986,11653,2076,126,25,53513,1077,5811,16553,17745,22905,20736,3598,229,55,88708,968,1106,1581,1754,1751,1439,523,72,6,9192
2GMEL,1491,3841,9657,8607,8625,5136,1546,358,117,39376,46521,99704,254436,223203,212541,131905,27484,2316,430,998542,332,1022,2545,2734,2969,2275,1092,347,55,13368,13,133,1072,1299,1122,689,157,15,7,4500,3799,9419,32486,40668,42549,27396,5359,490,63,162231,146,1092,6230,5869,4755,2738,452,32,5,21319,5594,18765,48768,40250,35083,20275,4282,393,63,173467,1176,4813,16827,19234,18690,11078,2423,266,33,74537,24502,39534,50244,37061,34585,22047,5529,561,74,214139,29482,29709,35113,18052,14287,8490,1717,188,29,137055,972,6145,25144,25127,25926,17945,3977,255,34,105527,1197,3490,13400,12991,9378,4548,820,62,19,45902,417,5305,29311,28418,19612,9330,2154,249,70,94869,617,3313,10474,8278,7125,4485,1602,271,45,36207,1283,12720,58687,52022,36662,21625,7337,857,105,191289,1141,6952,20154,16954,16106,10935,3041,314,35,75634,827,5022,24064,27366,27087,17702,3680,386,44,106181,3999,12503,42931,41762,42136,31913,6802,527,74,182653,2321,17359,64384,57525,57709,42853,10058,792,106,253104,4446,7118,11534,8382,6527,3932,1333,206,33,43509
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,14,14,10,9,4,0,0,0,50,25,142,304,121,102,80,16,0,0,786,3,13,23,5,10,7,3,0,0,62,0,0,10,5,0,0,0,0,0,17,3,13,39,44,26,7,4,0,0,131,0,0,7,3,3,5,0,0,0,20,4,20,73,51,25,22,4,0,0,199,0,3,16,17,7,10,0,0,0,42,12,21,32,30,23,16,0,0,0,133,21,80,84,25,20,14,5,0,0,245,0,15,45,29,24,18,3,0,0,134,0,4,12,3,6,0,0,0,0,29,0,0,16,11,10,4,0,3,0,45,0,0,11,5,7,0,0,0,0,29,0,8,76,26,11,10,3,0,0,131,0,11,32,11,10,17,4,0,0,89,10,28,33,23,17,19,0,0,0,118,3,10,40,25,14,21,0,0,0,115,0,22,62,39,34,28,0,0,0,189,5,9,31,9,15,7,3,0,0,65
1RNSW,1072,1279,2441,3070,3381,2705,1068,413,125,15563,34072,46056,97810,110036,126491,94689,19994,2544,440,532137,1770,3532,8190,9586,12799,13793,9194,3143,543,62555,216,1329,7421,7668,6459,3435,347,29,11,26925,3093,5990,13268,14265,16088,11341,2014,247,19,66320,154,718,2641,3452,4113,2705,277,17,9,14086,4928,10411,21401,20354,20473,14973,2954,243,29,95770,788,1729,4181,4971,5398,3972,985,140,15,22175,17264,15662,20907,19023,21053,16038,3811,435,55,114261,22420,14346,14718,11422,11902,9467,2487,214,32,86995,658,1933,5996,8581,12032,10909,3497,357,23,43985,594,1066,2053,2085,2115,1598,357,38,3,9913,281,1459,5255,5650,5583,3303,681,125,18,22357,478,1299,2818,3279,3515,2795,1035,171,26,15417,908,3397,10465,12049,11198,8680,3037,375,32,50141,815,2460,6211,7673,9421,7376,1756,191,25,35924,985,3866,15220,20215,22658,14401,2013,142,20,79529,1559,5324,17678,23029,25935,21849,3893,316,28,99607,2496,10703,29715,32384,40901,35802,6109,387,54,158555,1503,1731,2340,2558,2658,2096,716,90,20,13706
1GSYD,1774,4615,11619,10123,9370,5573,1631,357,106,45171,49981,105648,269666,242735,222380,142504,31649,2820,395,1067789,312,796,1733,1900,2311,1755,834,244,41,9919,20,175,1172,1310,1164,733,162,24,0,4773,2859,7741,25925,31898,33996,23315,4591,442,63,130833,147,850,3945,4853,4551,2917,463,25,0,17755,7892,20268,49611,44500,37047,21594,4966,402,52,186332,1096,4766,19151,22160,19330,11875,2769,294,37,81471,22954,36619,50724,38453,33868,22519,6029,664,62,211890,30566,29233,39530,21497,17325,11013,2387,253,36,151831,1366,6231,23808,27524,29545,21079,4671,343,25,114594,1527,4724,18774,18482,12634,5907,1218,140,16,63423,816,8355,43572,45044,29696,14006,2863,356,98,144806,989,3891,11911,10398,8851,5532,2120,419,69,44186,2195,16988,68091,59605,41781,25248,8608,1073,131,223708,1403,6956,21516,18926,17334,11805,3138,289,35,81401,1084,6473,28867,32102,30925,20594,4056,298,34,124432,5291,14524,40222,39983,40856,32996,8105,735,56,182770,4227,20419,63207,57576,58857,45816,12073,1084,103,263351,3383,5650,9950,7613,6042,3840,1249,203,29,37955
19799,0,0,0,3,0,3,0,0,0,7,3,3,17,13,17,11,11,0,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,4,0,0,0,0,16,3,0,3,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,3,7,8,3,3,0,0,18,0,0,0,0,0,0,0,0,0,3
19499,3,7,20,15,12,11,0,0,0,72,44,243,451,183,185,151,28,0,0,1291,5,41,58,13,11,10,3,0,0,143,0,0,17,15,5,0,0,0,0,35,7,24,59,36,29,20,0,0,0,173,0,3,8,7,9,3,0,0,0,30,7,59,125,89,65,43,9,0,0,389,0,5,20,20,4,11,3,0,0,63,3,47,76,39,40,22,4,0,0,223,27,108,152,25,24,32,5,0,0,389,0,10,49,44,36,32,6,0,0,175,0,8,18,16,9,7,5,0,0,62,0,10,34,24,22,3,3,0,0,92,0,8,22,6,4,4,3,0,0,51,0,25,84,51,27,22,8,0,0,222,3,18,53,34,20,20,0,0,0,155,33,42,54,37,19,20,3,0,0,207,4,25,46,30,41,24,10,0,0,185,5,20,84,48,62,47,7,0,0,272,5,20,41,21,12,6,3,0,0,107