SA4_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
101,83433,84325,167758,4688,5033,9726,5703,5943,11639,478,455,940,450,469,919,102,87,187,126,130,261,44,45,86,75,78,152,1695,1763,3459,0,3,7,8674,8982,17649,604,586,1188,253,211,466,14215,14812,29026,10321,9496,19813,107975,108632,216598
102,123670,131278,254948,4432,4993,9422,14315,15439,29760,159,158,314,424,456,888,50,70,121,136,126,257,29,25,55,48,53,104,66,81,148,3,0,3,15226,16421,31649,800,935,1730,363,365,727,20819,22709,43534,12439,13263,25704,156933,167248,324183
103,77009,78303,155311,5322,5721,11044,6342,6734,13080,125,125,255,376,384,763,65,56,117,104,90,190,22,34,54,32,42,68,77,85,162,0,0,0,7149,7541,14691,327,411,739,222,181,408,13021,13855,26881,11386,10083,21471,101416,102249,203665
104,50451,52851,103301,3114,3531,6647,4419,4689,9105,204,206,406,755,779,1535,51,51,99,117,120,237,29,27,55,62,56,121,42,42,85,3,0,3,5674,5969,11643,351,470,820,196,175,373,9338,10140,19481,6119,6075,12194,65899,69073,134970
105,42182,42949,85135,2658,3014,5678,3119,3378,6489,121,145,267,244,278,524,113,88,197,63,73,132,10,14,23,28,31,61,26,25,50,3,0,4,3721,4032,7748,221,252,468,162,122,285,6760,7418,14176,6788,6213,13003,55727,56590,112312
106,99722,101790,201513,5959,6444,12404,9484,10069,19558,212,204,415,669,624,1296,95,69,162,170,160,328,36,39,74,90,86,175,60,57,119,0,3,4,10815,11309,22126,422,460,880,299,315,617,17493,18530,36023,11821,10937,22760,129045,131255,260299
107,114038,118071,232111,4016,4123,8143,11480,12202,23679,171,183,353,352,317,670,55,38,97,135,109,249,29,29,61,49,38,88,131,136,271,3,0,3,12405,13061,25470,1674,1489,3161,291,247,541,18389,18926,37308,10391,10405,20801,142818,147401,290219
108,78938,83442,162381,4816,5426,10243,7330,7777,15108,175,183,353,665,674,1335,43,53,96,94,101,192,45,37,82,48,38,88,52,61,112,3,0,3,8447,8923,17369,325,367,700,275,279,550,13871,14995,28870,9536,9563,19094,102344,107999,210346
109,43300,44205,87507,2449,2700,5148,2509,2754,5259,1619,1791,3408,238,254,483,108,92,193,85,76,159,16,28,44,56,49,110,35,42,80,0,0,3,4659,5081,9745,265,313,571,180,143,323,7558,8235,15789,5534,5665,11199,56390,58106,114497
110,66900,68939,135841,4849,5524,10369,5195,5650,10847,123,118,243,846,871,1715,60,54,110,74,71,148,25,15,40,52,48,103,50,41,98,3,3,5,6430,6875,13309,546,537,1082,247,207,449,12067,13140,25210,9201,9165,18367,88177,91239,179414
111,137250,142911,280158,5067,5195,10262,16640,17904,34544,292,292,587,613,604,1219,118,95,208,178,180,358,45,55,93,77,86,169,107,112,213,7,3,4,18070,19323,37393,1493,1629,3125,399,361,759,25038,26505,51538,11628,11746,23375,173917,181162,355076
112,87582,92595,180171,4713,5222,9934,7061,7877,14940,431,489,920,2377,2592,4968,77,79,155,166,177,342,63,62,130,88,105,193,54,56,114,6,4,12,10337,11436,21771,702,761,1462,338,378,716,16085,17798,33885,11454,11842,23303,115116,122241,237354
113,57901,58930,116836,3744,4034,7779,4800,5127,9926,404,422,821,503,493,990,123,102,228,119,112,234,37,37,74,63,57,115,119,132,257,0,0,3,6166,6476,12646,559,542,1103,158,129,283,10619,11190,21809,8214,7155,15367,76740,77274,154015
114,54733,57725,112455,2946,3307,6257,5495,5912,11406,132,135,271,275,296,573,26,37,65,74,71,149,38,40,79,46,32,76,155,158,311,10,10,20,6250,6703,12956,377,405,784,174,185,358,9748,10597,20345,6877,6322,13201,71360,74640,146000
115,92511,95123,187633,1872,1914,3781,8833,9063,17895,169,158,329,216,221,432,51,58,105,108,93,198,4,7,18,16,13,31,62,52,112,4,0,3,9468,9660,19129,1408,1628,3035,123,134,261,12866,13339,26200,5923,5818,11739,111295,114278,225580
116,132217,135149,267361,3324,3304,6633,14745,14444,29190,195,160,357,335,283,611,96,92,182,143,117,264,19,8,32,39,36,76,58,64,120,0,0,4,15634,15210,30840,2665,3093,5760,285,224,513,21915,21836,43754,12330,11234,23566,166465,168214,334678
117,101333,96985,198317,5560,5552,11116,18651,18505,37159,857,843,1700,775,794,1563,210,201,409,467,406,868,71,55,132,80,66,143,309,334,640,3,3,3,21408,21206,42617,9444,10731,20177,481,420,908,36902,37914,74821,21251,18095,39347,159490,152998,312483
118,89117,95997,185116,3869,4075,7946,12416,13561,25977,469,534,1008,432,534,968,95,118,213,269,259,523,24,26,54,52,46,95,153,172,327,19,5,21,13930,15252,29183,5729,6317,12044,285,247,537,23809,25894,49706,14947,14136,29087,127882,136032,263913
119,220438,227277,447717,6690,6349,13040,22290,22142,44429,353,298,650,434,395,827,153,127,278,221,210,434,28,28,57,60,39,94,113,119,236,3,0,5,23661,23362,47017,7486,8002,15492,558,456,1011,38395,38163,76559,20164,19740,39901,278991,285184,564176
120,103820,111413,215236,4445,4410,8857,13922,14490,28413,471,412,879,434,463,898,130,106,237,217,180,394,36,41,69,47,39,90,118,162,279,3,0,3,15381,15890,31270,5086,5313,10399,309,311,625,25217,25924,51143,11654,11813,23472,140693,149149,289843
121,148745,161221,309966,5211,5560,10770,17794,19133,36929,468,483,950,516,554,1072,167,183,346,299,284,589,27,50,73,58,44,105,172,189,364,3,3,4,19514,20923,40436,5722,6569,12295,261,283,549,30707,33339,64043,12976,13836,26813,192429,208396,400825
122,97140,101663,198799,3570,3664,7234,9440,10006,19449,172,168,340,224,230,452,41,45,79,105,97,202,19,13,35,32,35,68,57,55,107,0,0,0,10093,10648,20732,2222,2388,4608,229,230,452,16113,16923,33034,8799,9321,18127,122060,127904,249965
123,101559,105199,206754,2968,3177,6141,11524,11820,23343,130,123,246,251,248,499,34,44,80,89,79,166,12,10,25,42,43,79,44,44,85,0,0,0,12125,12402,24531,984,1214,2197,251,232,482,16324,17024,33353,8996,9398,18392,126876,131617,258493
124,118206,123555,241759,3864,4095,7965,12670,13174,25842,145,165,310,315,336,652,55,64,124,117,107,227,19,26,53,37,43,76,49,58,104,0,0,3,13413,13979,27388,935,1013,1947,314,270,582,18527,19356,37879,11647,11598,23248,148383,154506,302892
125,169029,169077,338107,6461,5681,12138,19508,17368,36880,664,424,1092,603,424,1027,355,170,518,414,233,649,36,41,79,69,41,108,124,111,232,10,3,13,21773,18817,40593,7861,7782,15647,534,399,933,36632,32675,69310,18574,15849,34424,224233,217609,441838
126,68155,71977,140136,2439,2536,4973,8084,8224,16307,196,199,394,239,201,441,86,93,183,124,98,226,20,15,33,11,8,23,68,68,136,0,0,0,8830,8905,17735,3166,3601,6767,145,119,261,14580,15153,29735,5156,5234,10390,87894,92365,180266
127,159816,164560,324370,3777,3816,7593,15750,16082,31835,283,218,506,362,316,683,70,67,138,116,64,180,12,0,13,56,37,94,70,43,113,4,0,4,16723,16837,33560,2800,3326,6129,349,262,607,23651,24248,47896,14467,13911,28379,197932,202714,400642
128,87505,92020,179521,2150,2238,4392,7505,7878,15389,100,97,195,214,205,419,25,23,45,76,69,146,9,8,15,22,16,31,43,46,91,0,3,0,7991,8345,16332,770,857,1626,174,200,381,11091,11645,22732,6543,6567,13106,105136,110229,215358
197,138,182,322,0,0,0,6,19,29,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,31,7,3,6,0,0,0,14,21,43,22,32,52,171,239,412
199,1571,849,2420,430,257,688,1715,1489,3200,142,134,269,234,218,450,41,40,80,79,59,140,18,18,38,12,20,32,32,22,54,3,0,4,2271,1994,4263,508,493,1001,151,96,243,3356,2845,6200,2379,1210,3591,7308,4904,12213
201,59138,62006,121143,2426,2671,5098,196,208,400,6482,7158,13638,192,233,430,107,108,207,95,84,178,38,39,79,44,51,102,22,19,38,0,0,0,7173,7900,15073,354,405,763,114,124,238,10069,11098,21165,6667,6778,13442,75874,79876,155752
202,57367,60075,117440,2184,2444,4632,270,277,543,5897,6715,12614,185,178,369,100,107,211,101,105,202,53,61,112,55,55,117,16,17,32,0,0,0,6672,7525,14199,345,412,754,139,115,258,9340,10494,19836,7209,6932,14137,73915,77496,151412
203,103470,109547,213017,5282,5791,11069,370,406,774,11202,12240,23434,378,379,760,133,141,273,198,197,395,59,76,133,96,100,195,55,69,120,0,0,0,12486,13596,26084,1235,1185,2425,238,242,478,19243,20812,40059,11498,11201,22696,134207,141562,275771
204,64542,66406,130950,3880,4136,8020,1071,1123,2192,4357,4678,9035,615,486,1100,117,108,222,155,160,311,54,62,117,100,95,197,73,54,129,0,0,0,6545,6758,13306,394,453,848,136,128,265,10956,11487,22442,7517,7575,15090,83015,85463,168483
205,102364,106120,208482,6646,7558,14207,427,449,873,7484,8210,15697,439,463,906,111,114,223,193,211,396,60,61,121,99,100,201,49,37,90,8,0,9,8859,9651,18511,465,526,990,268,244,509,16238,17982,34221,13051,12775,25829,131646,136880,268529
206,185332,198279,383611,8929,9719,18650,2439,2590,5027,34396,37710,72114,1753,1967,3720,678,740,1422,1226,1201,2423,328,356,687,191,196,387,420,500,923,9,3,18,41443,45270,86718,14868,17010,31877,726,694,1425,65977,72691,138663,31378,31845,63218,282683,302805,585495
207,133496,145352,278852,3566,3818,7386,526,543,1071,15943,16807,32749,396,423,816,263,259,519,299,298,596,82,91,180,35,50,85,123,142,259,4,0,3,17664,18618,36284,5257,5868,11120,240,223,461,26726,28532,55258,10963,11496,22459,171188,185379,356569
208,150094,162620,312711,4120,4357,8472,634,632,1263,17920,18975,36898,460,488,945,159,177,339,302,268,567,71,83,157,48,51,101,79,81,159,7,5,11,19675,20759,40437,4068,4797,8863,294,305,600,28158,30217,58372,13671,14596,28268,191918,207425,399345
209,190958,197657,388623,4684,4754,9435,723,713,1442,20997,21601,42593,572,561,1131,264,229,496,275,276,553,89,110,195,118,116,233,92,88,189,0,3,6,23134,23695,46830,4006,4415,8425,383,337,717,32201,33203,65404,16964,17641,34602,240121,248505,488630
210,140410,143883,284295,4514,4385,8903,586,576,1156,14567,14502,29067,365,359,723,150,161,309,181,149,330,53,50,100,53,42,91,39,65,108,5,0,5,15993,15902,31895,2987,3208,6198,288,260,550,23784,23764,47546,13255,13171,26434,177449,180821,358273
211,199529,208604,408133,3263,3551,6816,425,461,885,19179,20420,39595,398,445,845,174,168,339,207,220,427,49,67,118,60,50,110,57,47,103,4,4,5,20556,21886,42439,2360,2701,5059,398,319,718,26577,28457,55027,15110,15762,30865,241214,252813,494026
212,289283,293615,582901,8740,8463,17206,1055,970,2027,34492,33448,67938,791,704,1501,454,398,858,496,458,950,158,180,339,128,120,249,126,140,265,4,0,4,37713,36423,74130,8904,9920,18824,704,544,1248,56065,55343,111410,26023,25033,51051,371369,373993,745365
213,276733,281571,558308,8573,8696,17270,1469,1452,2918,30794,30331,61127,944,935,1884,536,495,1025,564,531,1090,169,179,351,167,166,336,157,153,311,3,4,7,34796,34241,69045,6863,7537,14406,586,565,1152,50826,51044,101870,29132,27011,56144,356691,359619,716316
214,109195,115909,225109,4102,4549,8651,541,400,938,11553,12302,23857,505,432,934,73,66,143,206,167,372,60,64,124,72,64,131,41,40,75,0,0,3,13058,13528,26584,799,924,1728,285,270,548,18243,19272,37512,11216,12146,23365,138654,147331,285982
215,57508,58263,115769,3392,3761,7154,429,443,877,3361,3661,7023,193,179,368,289,284,570,121,123,247,24,27,50,69,73,142,11,20,26,0,0,3,4499,4806,9307,466,470,934,163,147,318,8526,9181,17711,7833,7081,14913,73864,74524,148392
216,49784,50486,100272,2952,3168,6124,444,489,933,3264,3476,6742,221,224,443,55,58,112,92,69,157,40,47,83,53,32,80,10,8,22,0,0,0,4169,4408,8577,379,464,837,143,132,276,7648,8167,15810,6274,6123,12395,63704,64781,128481
217,47733,48860,96594,2809,2940,5752,140,165,308,3041,3366,6402,168,181,349,128,156,281,93,101,190,36,34,73,50,54,104,10,10,20,0,0,0,3664,4067,7732,361,304,660,104,105,208,6934,7417,14351,5179,5263,10447,59844,61539,121385
