SOSR_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SOSR611,8,159,189,211,146,120,35,9,870,5,66,56,91,94,45,10,3,374,201,697,650,541,452,272,81,39,2936,111,272,338,401,385,227,110,43,1883,650,1336,1077,1186,1116,824,460,145,6796,132,90,54,31,21,14,3,3,345,40,57,74,63,66,58,33,18,413,824,1476,1208,1283,1194,902,499,164,7551,16,26,27,26,23,26,22,9,173,481,396,341,417,383,414,270,127,2835,1651,3095,2803,2972,2676,2000,1024,398,16615,9,202,221,190,162,102,12,0,900,14,113,145,136,129,57,21,6,624,309,1079,1030,838,686,343,120,53,4461,116,368,481,576,491,340,179,46,2603,552,858,741,696,494,204,42,16,3602,201,160,112,92,53,37,12,8,676,84,113,139,157,167,101,55,23,840,837,1133,987,946,721,341,108,43,5121,18,28,35,25,43,42,26,19,232,453,362,337,403,442,591,463,282,3329,1756,3284,3243,3115,2668,1821,925,448,17271,22,361
SOSR612,0,21,18,23,31,11,6,0,107,0,14,12,14,22,19,0,0,83,19,89,98,65,94,65,19,11,453,11,57,74,107,111,81,35,11,485,198,450,383,418,404,308,158,52,2379,53,37,23,20,4,3,3,0,140,13,17,26,16,25,16,9,3,132,270,494,435,463,432,326,171,55,2651,0,13,4,6,3,5,16,0,54,115,101,85,99,152,165,136,63,921,411,787,728,776,852,671,384,139,4746,0,23,22,20,25,12,0,3,113,4,16,17,33,31,27,6,0,126,41,195,159,139,155,101,30,8,825,38,113,171,180,153,102,49,20,832,182,345,274,244,177,80,15,4,1315,79,59,43,33,20,11,0,0,249,23,33,43,69,50,36,11,8,273,287,437,356,343,247,127,27,11,1833,7,16,7,8,12,10,10,3,81,89,72,79,103,159,227,217,126,1076,465,863,814,833,781,606,344,176,4876,0,46
SOSR613,0,34,28,27,51,37,5,0,186,0,10,15,27,24,15,0,0,103,27,150,137,128,129,75,37,7,683,13,63,114,153,147,100,43,6,640,330,608,532,618,588,378,227,52,3354,70,49,30,20,17,9,3,0,198,14,26,30,36,26,32,25,5,190,420,682,593,676,636,420,257,63,3742,3,4,9,7,10,18,13,0,65,142,120,125,175,163,207,169,56,1156,603,1068,1025,1193,1159,875,523,144,6575,8,33,43,44,45,10,3,3,182,11,34,39,47,36,15,4,0,189,61,274,238,230,215,115,39,18,1186,41,144,201,256,197,149,89,25,1093,272,409,344,358,258,73,17,8,1737,105,78,54,50,35,18,3,4,340,23,55,46,74,73,40,19,3,340,400,539,446,481,367,124,44,14,2418,3,5,12,12,21,20,16,9,95,139,113,104,153,208,276,254,114,1364,660,1145,1073,1220,1084,718,449,176,6523,10,68
SOSR614,0,4,3,10,8,11,3,0,36,0,0,3,9,12,4,0,0,32,0,24,27,33,28,19,19,4,147,6,14,23,34,46,33,11,4,171,97,231,164,188,198,146,83,18,1129,20,19,3,7,5,3,0,0,53,7,5,10,8,11,9,8,3,60,120,256,181,202,212,156,90,15,1237,0,0,4,3,3,3,0,0,22,64,43,43,55,64,86,72,21,451,187,342,281,341,375,316,201,50,2095,0,6,11,17,5,11,0,0,45,0,10,6,17,13,8,0,0,60,13,49,44,37,46,41,18,7,254,12,48,41,79,72,43,23,6,320,76,157,113,124,102,24,13,0,600,34,36,17,22,6,7,4,0,126,14,22,24,25,25,10,7,3,126,117,213,148,165,134,46,25,8,850,3,0,0,4,0,9,9,0,27,55,57,54,54,79,101,112,38,551,197,385,297,376,359,256,178,66,2108,0,13
SOSR615,0,39,62,65,71,72,25,5,354,3,18,30,39,30,30,4,4,162,46,210,260,211,245,205,69,21,1269,25,140,213,276,278,236,89,12,1259,549,1202,1067,1188,1186,901,436,82,6613,79,65,49,31,26,6,7,0,269,26,41,45,62,71,75,40,3,364,654,1312,1168,1278,1289,986,483,87,7245,6,16,15,19,21,32,19,13,137,305,237,239,349,401,484,325,132,2474,1042,1966,1992,2246,2334,2039,1009,274,12900,6,71,80,94,75,50,13,0,396,5,61,78,73,88,61,20,0,377,86,510,477,391,410,277,99,31,2284,53,290,359,433,417,293,142,41,2036,398,788,643,601,486,219,50,19,3196,153,126,114,101,68,37,7,0,611,59,90,112,138,139,110,31,12,689,609,1003,864,845,690,359,85,35,4494,8,23,20,24,31,42,28,8,194,296,236,239,348,472,556,478,265,2890,1064,2194,2111,2209,2190,1650,868,384,12671,6,115
SOSR621,0,16,36,46,52,37,19,0,215,0,14,20,13,20,10,7,0,76,16,94,115,108,132,89,31,5,589,11,46,65,98,108,100,36,11,480,131,342,327,393,412,323,128,30,2082,18,12,8,6,9,8,0,0,69,9,12,24,24,32,23,12,0,129,154,368,350,426,458,354,139,37,2287,0,3,6,13,14,4,13,4,57,107,72,92,133,155,161,99,42,860,292,616,686,831,940,764,340,95,4561,3,24,49,42,60,25,8,0,214,4,25,28,36,46,10,8,0,162,42,175,212,159,171,114,35,8,917,19,92,128,128,183,121,50,7,725,85,186,158,160,167,57,16,3,828,30,35,26,26,19,17,0,0,158,22,29,36,37,47,34,15,0,225,137,252,221,225,237,104,33,6,1212,0,5,3,12,6,17,9,0,51,99,71,100,110,153,187,143,67,925,304,651,736,717,846,575,284,93,4208,4,42
SOSR622,0,8,14,16,17,25,14,0,93,0,3,8,12,16,8,6,0,45,12,26,47,55,70,70,18,4,298,3,16,38,57,90,77,22,6,316,85,178,192,249,287,195,79,13,1287,17,8,5,15,11,3,3,0,67,3,6,18,5,20,23,9,3,91,113,191,217,268,322,225,94,15,1444,0,0,4,4,7,14,7,3,42,65,41,63,86,109,129,89,29,612,193,291,389,500,632,544,245,59,2850,4,15,15,20,40,7,3,0,111,3,9,10,18,21,12,0,0,75,22,72,101,73,110,73,30,9,480,10,49,65,97,110,95,31,3,451,56,106,137,143,91,52,12,3,596,20,19,16,20,16,11,0,0,102,17,17,24,31,34,26,5,0,148,88,143,178,189,146,84,22,6,848,0,4,6,4,4,8,4,4,38,65,41,46,88,97,124,91,43,599,188,324,419,497,527,410,174,58,2592,4,25
SOSR631,4,39,143,173,263,248,52,12,946,3,26,71,106,127,89,15,4,436,61,353,573,624,784,526,133,16,3072,48,210,499,665,754,513,125,15,2842,805,1587,1996,2626,2596,1395,439,70,11518,118,91,66,52,40,27,4,0,397,43,61,96,140,139,123,47,6,661,975,1734,2152,2819,2780,1542,496,79,12574,3,23,29,34,58,62,29,3,240,612,388,500,772,923,781,397,83,4453,1710,2785,3971,5197,5685,3760,1242,218,24557,4,138,240,277,260,142,17,5,1082,6,84,169,229,258,120,12,3,874,141,828,1106,1138,1121,583,135,23,5081,95,375,671,975,989,586,171,24,3885,487,937,1028,1087,817,279,56,12,4713,166,181,139,161,144,40,11,5,837,91,123,196,256,308,157,37,13,1176,746,1239,1360,1504,1266,479,104,26,6728,4,23,27,53,54,60,27,8,249,538,362,494,682,862,756,385,80,4149,1539,3053,4069,4854,4804,2726,839,159,22049,11,176
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,4,3,3,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,17,6,5,3,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,0,0
SOSR699,3,6,0,0,0,3,0,0,12,0,3,0,0,0,0,0,0,3,0,17,5,4,7,6,0,0,36,0,3,4,3,3,4,0,0,18,18,14,15,13,15,10,3,0,91,3,4,3,0,0,0,0,0,10,0,3,0,0,0,3,0,0,7,16,19,21,17,14,14,3,0,103,0,0,0,0,0,0,0,0,0,21,35,31,25,10,8,3,0,128,48,80,59,47,35,30,8,0,308,0,7,5,7,7,0,0,0,17,0,3,3,0,0,0,0,0,5,3,15,10,0,7,3,0,0,38,0,5,11,7,9,5,0,0,38,4,12,6,4,5,0,0,0,31,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,11,11,11,4,6,9,0,0,0,40,0,0,0,0,3,0,0,0,3,9,9,7,17,11,8,4,0,61,20,47,35,38,46,18,7,0,208,3,11
SOSR703,17,569,601,407,335,161,23,4,2124,5,137,187,184,143,57,16,0,727,340,2054,1454,935,644,315,79,20,5854,152,861,949,907,582,248,69,11,3785,1139,3705,2542,2218,1500,714,230,46,12096,182,134,103,55,26,10,5,0,523,76,151,162,126,105,69,18,8,708,1396,3988,2810,2395,1629,795,253,51,13320,32,80,82,58,63,24,14,3,351,1250,2279,1675,1356,962,521,194,60,8296,3202,9976,7762,6246,4354,2120,647,150,34449,33,709,647,442,330,110,25,3,2306,32,405,405,305,241,70,13,0,1478,506,3166,2115,1220,792,332,81,21,8232,268,1080,1015,913,616,242,73,8,4209,819,1668,1139,813,478,142,28,3,5087,200,191,112,100,62,20,0,0,688,89,204,187,190,131,68,22,5,905,1106,2060,1446,1103,671,232,52,11,6681,28,76,63,51,44,30,20,7,317,929,1500,999,857,751,453,215,88,5793,2904,8994,6693,4904,3442,1464,476,135,29021,50,1282
SOSR712,5,75,85,88,69,36,8,0,377,3,26,38,39,29,9,4,0,151,23,293,254,191,169,56,17,0,996,16,178,165,159,148,45,14,0,732,181,481,411,434,323,140,42,15,2024,30,23,15,7,5,0,0,0,86,12,24,30,18,24,13,4,0,134,224,526,457,466,354,159,45,14,2243,3,17,8,15,15,3,3,0,72,208,320,228,256,200,124,50,10,1391,480,1439,1242,1221,988,430,132,30,5955,4,134,144,119,88,26,8,0,526,3,84,96,111,56,18,3,0,372,67,553,420,311,227,67,28,7,1679,23,169,186,217,170,55,20,4,843,136,272,212,200,130,35,8,4,1002,42,35,21,27,11,7,0,0,143,19,39,47,36,38,15,0,3,199,204,346,270,272,177,51,13,4,1336,11,11,15,11,14,9,7,0,72,185,351,256,261,234,128,42,30,1492,498,1663,1386,1303,963,356,112,51,6327,8,217
SOSR714,0,12,11,12,7,0,0,0,43,0,9,3,4,4,0,0,0,27,6,62,39,30,14,11,0,0,169,11,39,38,44,37,12,0,0,185,49,146,93,96,74,41,10,3,513,8,3,10,7,3,0,0,0,35,3,5,3,3,3,5,3,0,27,69,162,98,106,83,44,11,3,577,0,3,5,3,3,0,0,0,14,117,145,85,104,97,65,34,6,655,199,434,288,304,240,141,46,13,1661,4,26,11,7,14,0,0,0,62,0,31,18,9,6,4,0,0,69,24,119,75,54,34,21,3,0,327,8,60,38,61,30,8,5,0,199,44,62,45,36,28,6,0,0,231,16,16,9,9,7,0,0,0,54,0,16,7,9,6,0,0,0,45,60,93,69,52,45,10,0,0,332,0,0,3,3,0,0,0,0,7,95,147,103,118,78,35,25,12,601,185,481,315,296,204,72,34,7,1593,3,33
SOSR715,0,21,18,18,8,5,0,0,68,3,11,23,9,16,0,0,0,57,10,84,75,48,46,9,3,0,282,5,35,44,54,34,12,0,0,187,46,192,184,199,136,46,12,0,823,20,27,26,28,13,0,0,0,115,13,29,19,21,9,0,0,0,91,82,243,234,243,160,51,13,0,1034,5,9,8,8,3,0,3,0,31,323,320,309,198,130,51,10,0,1350,430,722,710,579,406,135,27,0,3012,0,39,35,22,23,4,0,0,133,0,24,31,24,21,4,0,0,105,21,131,100,92,71,16,0,0,428,13,44,67,67,59,13,3,0,264,38,96,79,81,67,8,4,0,369,27,32,38,27,17,8,0,0,154,12,31,35,20,6,0,0,0,111,75,164,145,129,99,22,3,0,631,4,8,5,8,5,0,0,0,27,281,319,264,207,118,39,14,4,1237,389,726,643,558,392,90,24,4,2828,0,55
SOSR721,0,25,22,16,11,3,0,0,85,0,10,14,5,3,0,0,0,30,12,84,63,33,31,9,0,0,243,18,43,50,41,31,11,0,0,188,69,179,182,167,135,37,4,0,784,19,35,24,19,9,5,0,0,108,17,30,30,21,6,7,0,0,113,107,246,237,215,152,50,4,0,1005,0,8,3,3,0,0,0,3,18,322,261,179,187,113,51,17,3,1139,460,678,564,498,344,122,23,7,2704,0,29,27,17,22,8,0,0,102,3,13,21,13,20,0,0,0,74,22,164,88,69,63,13,0,0,429,17,67,51,64,39,6,3,0,252,43,107,92,83,39,12,0,0,375,32,38,22,18,13,0,0,0,123,20,28,21,27,16,3,0,0,115,95,176,130,125,68,18,0,0,609,0,4,0,3,4,0,0,0,14,278,267,214,214,94,46,13,5,1135,417,725,533,499,310,102,22,4,2610,0,58
SOSR722,0,7,6,9,10,3,0,0,39,0,7,0,11,3,0,0,0,27,7,27,32,29,33,18,0,0,148,0,6,20,29,31,12,8,0,104,55,96,83,114,100,49,9,4,507,15,42,18,25,6,0,0,0,116,8,14,18,25,0,3,3,0,73,78,161,128,162,111,47,11,4,696,3,7,0,3,3,3,0,0,17,188,172,149,152,100,53,22,3,843,272,382,338,400,294,145,36,8,1869,0,10,11,17,19,3,0,0,52,0,9,5,10,15,3,0,0,48,7,51,51,54,61,13,0,0,237,0,18,28,44,42,15,8,0,156,31,61,50,64,43,12,0,0,258,23,50,29,25,11,0,0,0,145,4,22,20,13,9,3,0,0,72,65,127,98,104,67,13,0,0,474,4,5,0,5,0,3,0,0,15,211,173,146,134,96,63,19,3,846,290,396,339,364,303,120,25,6,1840,0,13
SOSR731,0,17,17,32,25,23,4,0,113,0,7,11,22,23,15,0,0,77,35,116,97,114,111,47,15,0,535,20,96,155,204,122,56,12,0,678,354,785,817,884,622,289,69,3,3831,53,37,40,25,19,9,0,0,179,22,37,41,46,39,23,4,0,222,429,870,899,955,685,324,77,6,4236,0,12,9,15,3,5,3,0,57,798,732,589,568,451,270,60,8,3478,1286,1844,1782,1919,1418,734,171,20,9176,0,29,54,65,59,20,0,0,231,3,51,62,57,52,14,0,0,237,47,287,326,233,165,77,18,3,1149,32,161,228,256,174,62,18,0,935,190,336,311,330,146,46,5,0,1355,70,64,49,39,28,11,0,0,270,20,38,54,72,56,25,3,0,276,281,433,414,440,228,83,10,4,1896,3,12,7,9,7,6,0,0,49,548,428,382,387,329,167,45,9,2301,915,1402,1472,1446,1014,440,88,17,6801,3,46
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0,0,0,0,19,3,6,0,0,0,0,0,0,8,0,6,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,4,18,18,10,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,10,0,0
SOSR799,0,8,0,6,3,0,0,0,19,0,3,0,5,3,0,0,0,9,8,20,13,8,14,6,0,0,65,5,7,7,10,10,7,0,0,51,12,39,38,40,58,51,9,0,251,8,3,0,3,0,3,0,0,14,10,0,3,0,3,3,0,0,19,27,43,41,46,65,53,8,0,279,3,0,0,3,3,0,0,0,9,41,100,87,112,71,40,9,0,457,83,180,154,188,159,112,19,0,890,0,12,9,3,4,3,0,0,32,0,8,3,3,7,0,0,0,21,11,37,24,14,18,6,0,0,122,5,5,15,14,18,13,0,0,68,12,17,11,12,16,0,0,0,67,3,0,3,0,5,0,0,0,11,3,9,3,6,3,4,0,0,32,19,26,17,18,33,4,0,0,112,0,3,0,4,3,3,0,0,13,41,97,73,88,44,32,6,0,373,80,192,144,141,123,62,8,0,740,0,17
SOSR802,140,3839,5095,3930,3032,1851,666,190,18727,84,996,1100,1210,1167,594,105,19,5270,2631,9130,7018,5079,4085,2840,1101,373,32254,719,2830,3074,2775,2003,1225,442,163,13234,2247,5450,4401,3916,2977,2071,1129,342,22541,411,313,181,125,72,45,21,13,1183,145,258,339,303,309,258,100,39,1751,2809,6017,4922,4344,3359,2382,1259,392,25472,111,223,200,196,176,160,110,52,1231,1791,2482,1948,1657,1273,1134,831,447,11576,8280,25513,23357,19190,15098,10178,4520,1629,107768,255,4624,4639,3176,2018,985,244,44,15993,158,1812,1897,1745,1446,844,173,26,8107,3573,12034,9009,6124,4559,2641,1023,279,39237,1027,3217,3470,3363,2615,1721,753,230,16398,1948,3170,2674,2249,1524,618,195,86,12468,458,331,311,258,221,140,51,27,1803,227,293,509,733,790,695,281,115,3636,2636,3793,3496,3240,2539,1450,531,223,17903,74,184,176,208,224,257,116,58,1304,1654,2081,1609,1483,1536,1391,1203,1060,12020,9375,27748,24303,19342,14940,9299,4038,1924,110965,393,8460
SOSR822,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,16,3,0,0,0,3,0,0,0,10,0,0,7,11,6,4,9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,4,9,0,35,0,0,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,4,3,0,15,18,9,14,13,0,72,0,0,0,8,0,0,0,0,5,0,0,3,0,7,4,0,0,10,0,6,0,3,4,0,0,0,19,0,0,0,3,3,3,0,0,16,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,6,4,11,21,14,14,3,0,69,0,0
SOSR831,0,0,5,7,5,3,0,0,27,0,0,7,0,0,0,0,0,7,0,7,8,3,4,3,0,0,36,0,4,12,12,3,0,0,0,26,16,27,19,18,15,7,3,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,15,18,17,7,3,0,94,0,0,0,0,0,0,0,0,0,8,10,5,7,9,0,0,0,45,21,51,60,51,40,14,5,0,234,0,3,5,3,0,3,0,0,19,0,0,0,0,4,3,0,0,7,3,12,14,7,3,4,0,0,49,0,9,11,11,5,0,0,0,48,7,13,8,5,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,7,5,7,0,0,0,39,0,0,0,0,0,0,0,0,0,14,5,5,8,3,3,3,0,41,16,50,53,41,23,7,5,3,204,0,6
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,4,3,3,5,4,0,0,14,0,0,0,0,0,0,0,0,4,3,15,5,3,0,0,0,0,29,3,0,12,3,0,0,0,0,15,3,8,10,5,8,3,0,0,36,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,9,10,11,5,7,3,0,0,41,0,0,0,0,0,0,0,0,5,8,8,21,16,18,7,0,0,79,25,35,48,29,36,15,0,0,186,0,5,5,4,8,3,0,0,20,0,0,0,0,3,0,0,0,9,7,23,7,6,8,3,0,0,55,0,3,0,3,3,0,0,0,18,8,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,7,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,10,3,7,5,3,0,0,0,32,34,36,30,18,25,8,0,0,151,0,11
SOSR915,0,4,3,0,3,3,0,0,13,0,0,6,5,0,0,0,0,13,0,6,14,8,7,3,0,0,41,0,5,13,14,3,3,0,0,43,4,37,38,38,35,12,0,0,168,3,6,0,0,0,4,0,0,17,0,4,0,3,0,0,0,0,9,14,41,42,46,35,18,0,0,194,0,0,0,0,0,0,0,0,5,23,24,20,26,31,24,9,0,156,32,90,95,106,84,52,6,0,465,0,3,7,0,0,0,0,0,15,3,3,0,9,0,0,0,0,14,0,16,16,9,9,0,0,0,53,0,15,15,12,9,0,0,0,44,8,12,13,13,5,0,0,0,51,3,0,3,4,0,0,0,0,14,0,5,3,0,4,0,0,0,10,8,19,19,17,6,0,0,0,76,0,0,0,4,0,0,0,0,3,15,16,10,30,28,6,0,0,107,25,73,68,82,51,14,0,0,317,0,11
SOSR921,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,5,3,7,0,0,24,0,0,3,3,0,0,3,0,9,0,6,17,18,27,18,6,0,86,0,0,4,0,0,0,0,0,7,0,0,3,0,3,8,0,0,10,0,6,21,18,30,25,6,0,101,0,0,0,0,0,0,0,0,4,3,0,9,6,6,3,5,0,35,8,16,33,37,42,39,13,0,186,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,4,7,12,3,9,3,4,4,36,0,7,10,6,13,7,4,0,45,3,3,5,11,3,0,0,0,20,0,0,0,0,3,0,0,0,7,0,0,7,4,3,5,0,0,21,4,4,9,10,10,5,0,0,53,0,0,0,0,0,0,0,0,0,8,0,4,7,5,9,3,0,45,11,19,37,35,45,21,11,8,186,0,0
SOSR922,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,9,4,4,3,0,0,0,29,0,0,4,11,4,0,0,0,15,5,9,9,12,15,3,3,0,59,0,3,0,0,0,0,0,0,8,0,4,4,0,0,0,0,0,10,8,17,17,16,19,3,3,0,77,0,0,0,0,0,0,0,0,4,8,16,3,13,6,4,0,0,48,23,43,35,37,29,12,3,0,181,0,0,6,3,0,0,0,0,10,0,4,0,0,0,0,0,0,4,6,13,7,0,4,4,0,0,36,0,8,4,8,0,0,0,0,23,9,14,4,5,4,0,0,0,28,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,13,6,10,3,0,0,0,44,0,0,0,0,0,0,0,0,0,6,3,4,8,4,3,8,0,36,17,42,34,24,19,9,8,0,147,0,3
SOSR931,0,0,3,0,3,5,3,0,10,0,0,0,0,0,0,0,0,0,0,3,11,4,13,3,0,3,41,0,3,10,7,10,9,0,0,34,4,10,15,39,37,15,11,0,132,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,10,9,11,19,40,39,16,14,3,146,0,0,0,0,0,0,0,0,3,43,104,67,38,20,13,12,3,308,51,127,109,89,82,43,28,10,546,0,0,3,5,0,0,0,0,10,0,0,4,0,3,0,0,0,7,0,7,17,5,21,6,3,0,60,3,7,12,15,14,9,8,3,59,3,5,14,13,3,6,0,0,42,0,0,0,0,0,0,0,0,4,0,0,3,4,11,3,0,0,21,4,10,15,14,14,9,0,0,73,0,0,0,3,0,0,0,0,4,15,3,14,9,17,22,11,4,94,18,30,62,57,67,46,25,4,315,0,0
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,6,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,5,3,3,3,0,0,18,0,0